pmid,title,doi,journal,year,query_type,source,is_research,screening_reasoning,abstract,has_nf_tools,abstract_screening_reasoning
PMID:23124644,Anatomic MR imaging and functional diffusion tensor imaging of peripheral nerve tumors and tumorlike conditions.,10.3174/ajnr.A3316,AJNR. American journal of neuroradiology,2013.0,bench,pubmed,True,Imaging analysis method,"Anatomic MR imaging and functional diffusion tensor imaging of peripheral nerve  tumors and tumorlike conditions.  Chhabra A(1), Thakkar RS, Andreisek G, Chalian M, Belzberg AJ, Blakeley J, Hoke  A, Thawait GK, Eng J, Carrino JA.  Author information: (1)Russell H. Morgan Department of Radiology and Radiological Science, Johns  Hopkins Hospital, Baltimore, Maryland 21287, USA. achhabr6@jhmi.edu  BACKGROUND AND PURPOSE: A number of benign and malignant peripheral nerve tumor  and tumorlike conditions produce similar imaging features on conventional  anatomic MR imaging. Functional MR imaging using DTI can increment the  diagnostic performance in differentiation of these lesions. Our aim was to  evaluate the role of 3T anatomic MR imaging and DTI in the characterization of  peripheral nerve tumor and tumorlike conditions. MATERIALS AND METHODS: Twenty-nine patients (13 men, 16 women; mean age, 41±18  years; range, 11-83 years) with a nerve tumor or tumorlike condition (25 benign,  5 malignant) underwent 3T MR imaging by using anatomic (n=29), functional  diffusion, DWI (n=21), and DTI (n=24) techniques. Images were evaluated for  image quality (3-point scale), ADC of the lesion, tractography, and fractional  anisotropy of nerves with interobserver reliability in ADC and FA measurements. RESULTS: No significant differences were observed in age (benign, 40±18 versus  malignant, 45±19 years) and sex (benign, male/female=12:12 versus malignant,  male/female=3:2) (P>.05). All anatomic (29/29, 100%) MR imaging studies received  ""good"" quality; 20/21 (95%) DWI and 21/24 (79%) DTI studies received ""good""  quality. ADC of benign lesions (1.848±0.40×10(-3) mm2/s) differed from that of  malignant lesions (0.900±0.25×10(-3) mm2/s, P<.001) with excellent interobserver  reliability (ICC=0.988 [95% CI, 0.976-0.994]). There were no FA or ADC  differences between men and women (P>.05). FA of involved nerves was lower than  that in contralateral healthy nerves (P<.001) with excellent interobserver  reliability (ICC=0.970 [95% CI, 0.946-0.991]). ADC on DTI and DWI was not  statistically different (P>.05), with excellent intermethod reliability  (ICC=0.943 [95% CI, 0.836-0.980]). Tractography differences were observed in  benign and malignant lesions. CONCLUSIONS: 3T MR imaging and DTI are valuable methods for anatomic and  functional evaluation of peripheral nerve lesions with excellent interobserver  reliability. While tractography and low FA provide insight into neural  integrity, low diffusivity values indicate malignancy in neural masses.  DOI: 10.3174/ajnr.A3316 PMCID: PMC4629840 PMID: 23124644 [Indexed for MEDLINE]",True,MR imaging and DTI peripheral nerve tumor tool
PMID:23140466,Regression of schwannomas induced by adeno-associated virus-mediated delivery of caspase-1.,10.1089/hum.2012.094,Human gene therapy,2013.0,bench,pubmed,True,Viral vector gene therapy approach,"Regression of schwannomas induced by adeno-associated virus-mediated delivery of  caspase-1.  Prabhakar S(1), Taherian M, Gianni D, Conlon TJ, Fulci G, Brockmann J,  Stemmer-Rachamimov A, Sena-Esteves M, Breakefield XO, Brenner GJ.  Author information: (1)Neuroscience Center, Department of Neurology and Center for Molecular Imaging  Research, Department of Radiology, Massachusetts General Hospital, Boston, MA  02114, USA.  Schwannomas are tumors formed by proliferation of dedifferentiated Schwann  cells. Patients with neurofibromatosis 2 (NF2) and schwannomatosis develop  multiple schwannomas in peripheral and cranial nerves. Although benign, these  tumors can cause extreme pain and compromise sensory/motor functions, including  hearing and vision. At present, surgical resection is the main treatment  modality, but it can be problematic because of tumor inaccessibility and risk of  nerve damage. We have explored gene therapy for schwannomas, using a model in  which immortalized human NF2 schwannoma cells expressing a fluorescent protein  and luciferase are implanted in the sciatic nerve of nude mice. Direct injection  of an adeno-associated virus (AAV) serotype 1 vector encoding caspase-1 (ICE)  under the Schwann-cell specific promoter, P0, leads to regression of these  tumors with essentially no vector-mediated neuropathology, and no changes in  sensory or motor function. In a related NF2 xenograft model designed to cause  measurable pain behavior, the same gene therapy leads to tumor regression and  concordant resolution of tumor-associated pain. This AAV1-P0-ICE vector holds  promise for clinical treatment of schwannomas by direct intratumoral injection  to achieve reduction in tumor size and normalization of neuronal function.  DOI: 10.1089/hum.2012.094 PMCID: PMC3581065 PMID: 23140466 [Indexed for MEDLINE]",True,AAV-mediated caspase-1 delivery tool
PMID:23175151,MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression.,10.1038/bjc.2012.518,British journal of cancer,2013.0,bench,pubmed,True,MicroRNA profiling method,"MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a  tumour suppressor gene involved in tumour progression.  Presneau N(1), Eskandarpour M, Shemais T, Henderson S, Halai D, Tirabosco R,  Flanagan AM.  Author information: (1)UCL Cancer Institute, 72 Huntley Street, London WC1E 6BT, UK.  BACKGROUND: Neurofibromatosis type 1 is one of the most common familial  diseases, the hallmark of which is the development of multiple neurofibromas.  These are benign nerve sheath tumours, which can transform into malignant  peripheral nerve sheath tumours (MPNST). METHODS: The aim of this study was to identify differentially expressed microRNA  (miRNA) in neurofibromas and MPNST obtained from patients with neurofibromatosis  type 1 using microarray analysis. Differential expression was validated by  reverse transcription quantitative-PCR, and functional studies were performed  after transfection of miRNA oligonucleotide mimics into MPNST cells. RESULTS: Sixteen miRNA were significantly differentially expressed in MPNST  compared with NF, and of these fourteen were downregulated in MPNST: these  included miR-30e*, miR-29c*, miR-29c, miR-340*, miR-30c, miR-139-5p, miR-195,  miR-151-5p, miR-342-5p, miR-146a, miR-150, miR-223, let-7 a and let-7 g with a  false discovery rate of q=8.48E-03 for the least significant miRNA. In contrast,  miR-210 and miR-339-5p were upregulated in MPNST compared with neurofibromas.  Prediction softwares/algorithms identified a list of genes targeted by miR-29c  including extracellular matrix genes and matrix metalloproteinase (MMP)-2, all  of which are reported to be involved in cell migration and invasion. Functional  studies in a MPNST cell line, sNF96.2, using a mimic of the mature miR-29c  showed reduced invasion, whereas there was no change in proliferation.  Zymography of the manipulated cells showed that MMP2 activity was also reduced  when miR-29c expression was forced in sNF96.2. CONCLUSION: We provide evidence that reduction of miR-29c has a pivotal role in  the progression of nerve sheath tumours and results by increasing the  invasive/migratory properties of nerve sheath tumours.  DOI: 10.1038/bjc.2012.518 PMCID: PMC3590650 PMID: 23175151 [Indexed for MEDLINE]",True,MicroRNA profiling tool
PMID:23221337,Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant mice.,10.1172/JCI63193,The Journal of clinical investigation,2013.0,bench,pubmed,True,Animal disease model,"Sustained MEK inhibition abrogates myeloproliferative disease in Nf1 mutant  mice.  Chang T(1), Krisman K, Theobald EH, Xu J, Akutagawa J, Lauchle JO, Kogan S,  Braun BS, Shannon K.  Author information: (1)Department of Pediatrics, University of California, San Francisco, San  Francisco, California, USA.  Erratum in     J Clin Invest. 2016 Jan;126(1):404. doi: 10.1172/JCI85325.  Children with neurofibromatosis type 1 (NF1) are predisposed to juvenile  myelomonocytic leukemia (JMML), an aggressive myeloproliferative neoplasm (MPN)  that is refractory to conventional chemotherapy. Conditional inactivation of the  Nf1 tumor suppressor in hematopoietic cells of mice causes a progressive MPN  that accurately models JMML and chronic myelomonocytic leukemia (CMML). We  characterized the effects of Nf1 loss on immature hematopoietic populations and  investigated treatment with the MEK inhibitor PD0325901 (hereafter called 901).  Somatic Nf1 inactivation resulted in a marked expansion of immature and  lineage-committed myelo-erythroid progenitors and ineffective erythropoiesis.  Treatment with 901 induced a durable drop in leukocyte counts, enhanced  erythropoietic function, and markedly reduced spleen sizes in mice with MPN. MEK  inhibition also restored a normal pattern of erythroid differentiation and  greatly reduced extramedullary hematopoiesis. Remarkably, genetic analysis  revealed the persistence of Nf1-deficient hematopoietic cells, indicating that  MEK inhibition modulates the proliferation and differentiation of Nf1 mutant  cells in vivo rather than eliminating them. These data provide a rationale for  performing clinical trials of MEK inhibitors in patients with JMML and CMML.  DOI: 10.1172/JCI63193 PMCID: PMC3533281 PMID: 23221337 [Indexed for MEDLINE]",True,MEK inhibition mouse model
PMID:23225063,Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.,10.1002/ana.23793,Annals of neurology,2013.0,bench,pubmed,True,Animal behavioral model,"Dopamine deficiency underlies learning deficits in neurofibromatosis-1 mice.  Diggs-Andrews KA(1), Tokuda K, Izumi Y, Zorumski CF, Wozniak DF, Gutmann DH.  Author information: (1)Departments of Neurology, Washington University School of Medicine, St Louis,  MO 63110, USA.  Children with neurofibromatosis type 1 (NF1) are prone to learning and  behavioral abnormalities, including problems with spatial learning and  attention. The molecular etiology for these deficits is unclear, as previous  studies have implicated defective dopamine, cyclic adenosine monophosphate  (cAMP), and Ras homeostasis. Using behavioral, electrophysiological, and primary  culture, we now demonstrate that reduced dopamine signaling is responsible for  cAMP-dependent defects in neuron function and learning. Collectively, these  results establish defective dopaminergic function as a contributing factor  underlying impaired spatial learning and memory in children and adults with NF1,  and support the use of treatments that restore normal dopamine homeostasis for  select individuals.  Copyright © 2012 American Neurological Association.  DOI: 10.1002/ana.23793 PMCID: PMC3608728 PMID: 23225063 [Indexed for MEDLINE]",True,Dopamine deficiency NF1 mouse model
PMID:23239959,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,10.1159/000342698,Molecular syndromology,2012.0,bench,pubmed,True,Cell culture mechanosensory model,"Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured  Fibroblasts Indicates a New Function of Neurofibromin in Regulation of  Mechanosensoric.  Kaufmann D(1), Hoesch J, Su Y, Deeg L, Mellert K, Spatz JP, Kemkemer R.  Author information: (1)Institute of Human Genetics, University of Ulm, Ulm, Stuttgart, Germany.  Cells sense physical properties of their extracellular environment and translate  them into biochemical signals. In this study, cell responses to surfaces with  submicron topographies were investigated in cultured human NF1 haploinsufficient  fibroblasts. Age-matched fibroblasts from 8 patients with neurofibromatosis type  1 (NF1(+/-)) and 9 controls (NF1(+/+)) were cultured on surfaces with grooves of  200 nm height and lateral distance of 2 μm. As cellular response indicator, the  mean cell orientation along microstructured grooves was systematically examined.  The tested NF1 haploinsufficient fibroblasts were significantly less affected by  the topography than those from healthy donors. Incubation of the NF1(+/-)  fibroblasts with the farnesyltransferase inhibitor FTI-277 and other inhibitors  of the neurofibromin pathway ameliorates significantly the cell orientation.  These data indicate that NF1 haploinsufficiency results in an altered response  to specific surface topography in fibroblasts. We suggest a new function of  neurofibromin in the sensoric mechanism to topographies and a partial  mechanosensoric blindness by NF1 haploinsufficiency.  DOI: 10.1159/000342698 PMCID: PMC3507271 PMID: 23239959",True,Mechanosensoric cell culture tool
PMID:23328114,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,10.18632/oncotarget.793,Oncotarget,2013.0,bench,pubmed,True,Genomic analysis method,"Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of  malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.  Mohan P(1), Castellsague J, Jiang J, Allen K, Chen H, Nemirovsky O, Spyra M, Hu  K, Kluwe L, Pujana MA, Villanueva A, Mautner VF, Keats JJ, Dunn SE, Lazaro C,  Maxwell CA.  Author information: (1)Department of Pediatrics, Child and Family Research Institute, University of  British Columbia, Vancouver, British Columbia, Canada.  Malignant peripheral nerve sheath tumours (MPNST) are rare, hereditary cancers  associated with neurofibromatosis type I. MPNSTs lack effective treatment  options as they often resist chemotherapies and have high rates of disease  recurrence. Aurora kinase A (AURKA) is an emerging target in cancer and an  aurora kinase inhibitor (AKI), termed MLN8237, shows promise against MPNST cell  lines in vitro and in vivo. Here, we test MLN8237 against two primary human  MPNST grown in vivo as xenotransplants and find that treatment results in tumour  cells exiting the cell cycle and undergoing endoreduplication, which cumulates  in stabilized disease. Targeted therapies can often fail in the clinic due to  insufficient knowledge about factors that determine tumour susceptibilities, so  we turned to three MPNST cell-lines to further study and modulate the cellular  responses to AKI. We find that the sensitivity of cell-lines with amplification  of AURKA depends upon the activity of the kinase, which correlates with the  expression of the regulatory gene products TPX2 and HMMR/RHAMM. Silencing of  HMMR/RHAMM, but not TPX2, augments AURKA activity and sensitizes MPNST cells to  AKI. Furthermore, we find that AURKA activity is critical to the propagation and  self-renewal of sphere-enriched MPNST cancer stem-like cells. AKI treatment  significantly reduces the formation of spheroids, attenuates the self-renewal of  spheroid forming cells, and promotes their differentiation. Moreover, silencing  of HMMR/RHAMM is sufficient to endow MPNST cells with an ability to form and  maintain sphere culture. Collectively, our data indicate that AURKA is a  rationale therapeutic target for MPNST and tumour cell responses to AKI, which  include differentiation, are modulated by the abundance of HMMR/RHAMM.  DOI: 10.18632/oncotarget.793 PMCID: PMC3702209 PMID: 23328114 [Indexed for MEDLINE]",True,Genomic imbalance analysis tool
PMID:23356716,Miniaturized handheld confocal microscopy identifies focal brain invasion in a mouse model of aggressive meningioma.,10.1111/bpa.12039,"Brain pathology (Zurich, Switzerland)",2013.0,bench,pubmed,True,Confocal microscopy imaging tool,"Miniaturized handheld confocal microscopy identifies focal brain invasion in a  mouse model of aggressive meningioma.  Peyre M(1), Clermont-Taranchon E, Stemmer-Rachamimov A, Kalamarides M.  Author information: (1)AP-HP, Hôpital Beaujon, Service de Neurochirurgie, Clichy, France.  Invasion of the brain parenchyma by a meningioma classified by histological  criteria as World Health Organization (WHO) grade I meningioma, implies that the  tumor has greater likelihood of recurrence and a biological behavior similar to  the more aggressive WHO grade II meningiomas. It is therefore important to  detect microscopic foci of brain invasion during surgery in order to maximize  the resection and/or adapt imaging follow-up. In this study, we tested the  sensitivity of two handheld confocal imaging devices to detect foci of brain  invasion in two types of meningioma mouse models: in a genetically engineered  mouse model and in a syngeneic xenograft model. Confocal imaging offered precise  images of meningothelial and fibroblastic mouse meningiomas as well as malignant  meningiomas, which corresponded exactly to the pathological findings. Imaging  showed a sharp definition of the brain-tumor interface and enabled  identification of embedded nerves and vessels. Importantly, in both mouse models  used in this study, extension of tumor along Virchow-Robin spaces into adjacent  brain was detected by imaging. In conclusion, this novel technique, following  validation in clinical trials, may open new possibilities for use in operating  rooms to influence both decision making during the surgery and planning for  additional treatments.  © 2013 The Authors; Brain Pathology © 2013 International Society of  Neuropathology.  DOI: 10.1111/bpa.12039 PMCID: PMC8029067 PMID: 23356716 [Indexed for MEDLINE]  Conflict of interest statement: The authors have reported no conflicts of  interest.",True,Handheld confocal microscopy tool
PMID:23358504,Integrated proteomics identified novel activation of dynein IC2-GR-COX-1 signaling in neurofibromatosis type I (NF1) disease model cells.,10.1074/mcp.M112.024802,Molecular & cellular proteomics : MCP,2013.0,bench,pubmed,True,Proteomics research method,"Integrated proteomics identified novel activation of dynein IC2-GR-COX-1  signaling in neurofibromatosis type I (NF1) disease model cells.  Hirayama M(1), Kobayashi D, Mizuguchi S, Morikawa T, Nagayama M, Midorikawa U,  Wilson MM, Nambu AN, Yoshizawa AC, Kawano S, Araki N.  Author information: (1)Department of Tumor Genetics and Biology, Graduate school of Medical  Sciences, Kumamoto University, 1-1-1 Honjo, Chuo-ku, Kumamoto 860-8556, Japan.  Neurofibromatosis type 1 (NF1) tumor suppressor gene product, neurofibromin,  functions in part as a Ras-GAP, and though its loss is implicated in the  neuronal abnormality of NF1 patients, its precise cellular function remains  unclear. To study the molecular mechanism of NF1 pathogenesis, we prepared NF1  gene knockdown (KD) PC12 cells, as a NF1 disease model, and analyzed their  molecular (gene and protein) expression profiles with a unique integrated  proteomics approach, comprising iTRAQ, 2D-DIGE, and DNA microarrays, using an  integrated protein and gene expression analysis chart (iPEACH). In NF1-KD PC12  cells showing abnormal neuronal differentiation after NGF treatment, of 3198  molecules quantitatively identified and listed in iPEACH, 97 molecules  continuously up- or down-regulated over time were extracted. Pathway and network  analysis further revealed overrepresentation of calcium signaling and  transcriptional regulation by glucocorticoid receptor (GR) in the up-regulated  protein set, whereas nerve system development was overrepresented in the  down-regulated protein set. The novel up-regulated network we discovered,  ""dynein IC2-GR-COX-1 signaling,"" was then examined in NF1-KD cells. Validation  studies confirmed that NF1 knockdown induces altered splicing and  phosphorylation patterns of dynein IC2 isomers, up-regulation and accumulation  of nuclear GR, and increased COX-1 expression in NGF-treated cells. Moreover,  the neurite retraction phenotype observed in NF1-KD cells was significantly  recovered by knockdown of the dynein IC2-C isoform and COX-1. In addition,  dynein IC2 siRNA significantly inhibited nuclear translocation and accumulation  of GR and up-regulation of COX-1 expression. These results suggest that dynein  IC2 up-regulates GR nuclear translocation and accumulation, and subsequently  causes increased COX-1 expression, in this NF1 disease model. Our integrated  proteomics strategy, which combines multiple approaches, demonstrates that  NF1-related neural abnormalities are, in part, caused by up-regulation of dynein  IC2-GR-COX-1 signaling, which may be a novel therapeutic target for NF1.  DOI: 10.1074/mcp.M112.024802 PMCID: PMC3650346 PMID: 23358504 [Indexed for MEDLINE]",True,Integrated proteomics analysis tool
PMID:23432799,"Development of the adult PedsQL™ neurofibromatosis type 1 module: initial feasibility, reliability and validity.",10.1186/1477-7525-11-21,Health and quality of life outcomes,2013.0,clinical,pubmed,True,Clinical assessment tool development,"Development of the adult PedsQL™ neurofibromatosis type 1 module: initial  feasibility, reliability and validity.  Nutakki K(1), Hingtgen CM, Monahan P, Varni JW, Swigonski NL.  Author information: (1)Department of Pediatrics, Indiana University School of Medicine,  Indianapolis, IN, USA. knutakki@iupui.edu  BACKGROUND: Neurofibromatosis type 1 (NF1) is a common autosomal dominant  genetic disorder with significant impact on health-related quality of life  (HRQOL). Research in understanding the pathogenetic mechanisms of neurofibroma  development has led to the use of new clinical trials for the treatment of NF1.  One of the most important outcomes of a trial is improvement in quality of life,  however, no condition specific HRQOL instrument for NF1 exists. The objective of  this study was to develop an NF1 HRQOL instrument as a module of PedsQL™ and to  test for its initial feasibility, internal consistency reliability and validity  in adults with NF1. METHODS: The NF1 specific HRQOL instrument was developed using a standard method  of PedsQL™ module development - literature review, focus group/semi-structured  interviews, cognitive interviews and experts' review of initial draft, pilot  testing and field testing. Field testing involved 134 adults with NF1.  Feasibility was measured by the percentage of missing responses, internal  consistency reliability was measured with Cronbach's alpha and validity was  measured by the known-groups method. RESULTS: Feasibility, measured by the percentage of missing responses was 4.8%  for all subscales on the adult version of the NF1-specific instrument. Internal  consistency reliability for the Total Score (alpha =0.97) and subscale  reliabilities ranging from 0.72 to 0.96 were acceptable for group comparisons.  The PedsQL™ NF1 module distinguished between NF1 adults with excellent to very  good, good, and fair to poor health status. CONCLUSIONS: The results demonstrate the initial feasibility, reliability and  validity of the PedsQL™ NF1 module in adult patients. The PedsQL™ NF1 Module can  be used to understand the multidimensional nature of NF1 on the HRQOL patients  with this disorder.  DOI: 10.1186/1477-7525-11-21 PMCID: PMC3598795 PMID: 23432799 [Indexed for MEDLINE]",True,Develops clinical assessment tool (PedsQL NF1 module)
PMID:23457304,Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and -independent mechanisms that mediate Akt phosphorylation in the neurofibromin-deficient human Schwann cell line ST88-14.,10.1074/jbc.M112.442244,The Journal of biological chemistry,2013.0,bench,pubmed,True,Cell line signaling research,"Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and  -independent mechanisms that mediate Akt phosphorylation in the  neurofibromin-deficient human Schwann cell line ST88-14.  Farrer RG(1), Farrer JR, DeVries GH.  Author information: (1)Research Service, Edward Hines, Jr. Veterans Administration Hospital, Hines,  Illinois 60141, USA. robert.farrer@va.gov  Neurofibromatosis type 1-derived Schwann cells isolated from malignant  peripheral nerve sheath tumors (MPNSTs) overexpress PDGF receptor-β and generate  an aberrant intracellular calcium increase in response to PDGF-BB. Using the  human MPNST Schwann cell line ST88-14, we demonstrate that, in addition to a  transient phosphorylation of Akt, PDGF-BB stimulation produces an atypical  sustained phosphorylation of Akt that is dependent on calcium and calmodulin  (CaM). The sustained Akt phosphorylation did not occur in PDGF-BB-stimulated  normal human Schwann cells or ST88-14 cells stimulated with stem cell factor,  whose receptor is also overexpressed in ST88-14 cells. The sustained Akt  phosphorylation induced by PDGF-BB was inhibited by pretreatment of the cells  with either the intracellular calcium chelator  1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid tetrakis(acetoxymethyl)  ester (BAPTA-AM) or the CaM antagonist W7, whereas the transient portion was not  inhibited. Akt also co-immunoprecipitated with CaM in a PDGF-BB-dependent  manner, suggesting that direct interaction between Akt and CaM is involved in  the sustained phosphorylation of Akt. Furthermore, we provide evidence that  anti-apoptotic effects of PDGF-BB on serum-deprived ST88-14 cells can be  inhibited by W7, implicating the PDGF-BB-induced activation of calcium/CaM in  promoting cell survival, presumably through sustained Akt activation. We  conclude that the activation of the calcium/CaM/Akt pathway resulting from  stimulation of overexpressed PDGF receptor-β may contribute to the survival and  tumorigenicity of MPNST cells.  DOI: 10.1074/jbc.M112.442244 PMCID: PMC3630876 PMID: 23457304 [Indexed for MEDLINE]",True,Uses neurofibromin-deficient cell line (ST88-14)
PMID:23535903,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",10.1158/2159-8290.CD-13-0081,Cancer discovery,2013.0,bench,pubmed,True,Cell transformation research,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation,  progression, and tumor maintenance.  Watson AL(1), Rahrmann EP, Moriarity BS, Choi K, Conboy CB, Greeley AD, Halfond  AL, Anderson LK, Wahl BR, Keng VW, Rizzardi AE, Forster CL, Collins MH, Sarver  AL, Wallace MR, Schmechel SC, Ratner N, Largaespada DA.  Author information: (1)Masonic Cancer Center, University of Minnesota, Minneapolis,MN 55455, USA.  Genetic changes required for the formation and progression of human Schwann cell  tumors remain elusive. Using a Sleeping Beauty forward genetic screen, we  identified several genes involved in canonical Wnt signaling as potential  drivers of benign neurofibromas and malignant peripheral nerve sheath tumors  (MPNSTs). In human neurofibromas and MPNSTs, activation of Wnt signaling  increased with tumor grade and was associated with downregulation of β-catenin  destruction complex members or overexpression of a ligand that potentiates Wnt  signaling, R-spondin 2 (RSPO2). Induction of Wnt signaling was sufficient to  induce transformed properties in immortalized human Schwann cells, and  downregulation of this pathway was sufficient to reduce the tumorigenic  phenotype of human MPNST cell lines. Small-molecule inhibition of Wnt signaling  effectively reduced the viability of MPNST cell lines and synergistically  induced apoptosis when combined with an mTOR inhibitor, RAD-001, suggesting that  Wnt inhibition represents a novel target for therapeutic intervention in Schwann  cell tumors.  DOI: 10.1158/2159-8290.CD-13-0081 PMCID: PMC3679355 PMID: 23535903 [Indexed for MEDLINE]  Conflict of interest statement: Conflict of interest statement: Dr. Largaespada  is the co-founder and part owner of two biotechnology companies, NeoClone  Biotechnology, Inc. and Discovery Genomics, Inc. No company resources or  personnel were involved in this research, which is unrelated to the goals of  these companies.",True,Develops genetic mouse models
PMID:23685747,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,10.1038/ng.2641,Nature genetics,2013.0,bench,pubmed,True,Genetic screening method,"Forward genetic screen for malignant peripheral nerve sheath tumor formation  identifies new genes and pathways driving tumorigenesis.  Rahrmann EP(1), Watson AL, Keng VW, Choi K, Moriarity BS, Beckmann DA, Wolf NK,  Sarver A, Collins MH, Moertel CL, Wallace MR, Gel B, Serra E, Ratner N,  Largaespada DA.  Author information: (1)Masonic Cancer Center, University of Minnesota, Minneapolis, MN, USA.  rahr0003@umn.edu  Malignant peripheral nerve sheath tumors (MPNSTs) are sarcomas of Schwann cell  lineage origin that occur sporadically or in association with the inherited  syndrome neurofibromatosis type 1. To identify genetic drivers of MPNST  development, we used the Sleeping Beauty (SB) transposon-based somatic  mutagenesis system in mice with somatic loss of transformation-related protein  p53 (Trp53) function and/or overexpression of human epidermal growth factor  receptor (EGFR). Common insertion site (CIS) analysis of 269 neurofibromas and  106 MPNSTs identified 695 and 87 sites with a statistically significant number  of recurrent transposon insertions, respectively. Comparison to human data sets  identified new and known driver genes for MPNST formation at these sites.  Pairwise co-occurrence analysis of CIS-associated genes identified many  cooperating mutations that are enriched in Wnt/β-catenin, PI3K-AKT-mTOR and  growth factor receptor signaling pathways. Lastly, we identified several new  proto-oncogenes, including Foxr2 (encoding forkhead box R2), which we  functionally validated as a proto-oncogene involved in MPNST maintenance.  DOI: 10.1038/ng.2641 PMCID: PMC3695033 PMID: 23685747 [Indexed for MEDLINE]  Conflict of interest statement: COMPETING FINANCIAL INTERESTS D.A. Largaespada  has ownership interest (including patents) in Discovery Genomics, Inc. and  NeoClone Biotechnologies International. He is also a consultant/Advisory Board  member of Discovery Genomics, Inc. and NeoClone Biotechnologies International.",True,Forward genetic screen for identifying genes/pathways
PMID:23960073,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",10.1074/jbc.M113.510933,The Journal of biological chemistry,2013.0,bench,pubmed,True,Small molecule inhibitor research,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits  tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.  Licciulli S(1), Maksimoska J, Zhou C, Troutman S, Kota S, Liu Q, Duron S,  Campbell D, Chernoff J, Field J, Marmorstein R, Kissil JL.  Author information: (1)From the Department of Cancer Biology, The Scripps Research Institute,  Jupiter, Florida 33458.  The p21-activated kinases (PAKs) are immediate downstream effectors of the  Rac/Cdc42 small G-proteins and implicated in promoting tumorigenesis in various  types of cancer including breast and lung carcinomas. Recent studies have  established a requirement for the PAKs in the pathogenesis of Neurofibromatosis  type 2 (NF2), a dominantly inherited cancer disorder caused by mutations at the  NF2 gene locus. Merlin, the protein product of the NF2 gene, has been shown to  negatively regulate signaling through the PAKs and the tumor suppressive  functions of Merlin are mediated, at least in part, through inhibition of the  PAKs. Knockdown of PAK1 and PAK2 expression, through RNAi-based approaches,  impairs the proliferation of NF2-null schwannoma cells in culture and inhibits  their ability to form tumors in vivo. These data implicate the PAKs as potential  therapeutic targets. High-throughput screening of a library of small molecules  combined with a structure-activity relationship approach resulted in the  identification of FRAX597, a small-molecule pyridopyrimidinone, as a potent  inhibitor of the group I PAKs. Crystallographic characterization of the  FRAX597/PAK1 complex identifies a phenyl ring that traverses the gatekeeper  residue and positions the thiazole in the back cavity of the ATP binding site, a  site rarely targeted by kinase inhibitors. FRAX597 inhibits the proliferation of  NF2-deficient schwannoma cells in culture and displayed potent anti-tumor  activity in vivo, impairing schwannoma development in an orthotopic model of  NF2. These studies identify a novel class of orally available ATP-competitive  Group I PAK inhibitors with significant potential for the treatment of NF2 and  other cancers.  DOI: 10.1074/jbc.M113.510933 PMCID: PMC3790009 PMID: 23960073 [Indexed for MEDLINE]",True,Small molecule inhibitor (FRAX597) development
