antibodyId,targetAntigen,hostOrganism,clonality,cloneId,uniprotId,reactiveSpecies,conjugate,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
76cc5c0e-85a0-4ba7-88ce-aa8f5533599c,P53 antibody (DO-7),,,,,,,PMID:18769552,,Frequent EGFR Positivity and Overexpression in High-Grade Areas of Human MPNSTs.,methods,0.98,"For mouse monoclonal anti-EGFR (31G7, Zymed, South San Francisco, Calif, USA, final dilution 1/10), P53 (DO-7, Novocastra, Newcastle upon Tyne, UK, final dilution 1/50)","Specific antibody clone (DO-7) with vendor (Novocastra), dilution specified",,AI validation - Sonnet 4.5,0,0,,
48a4cc6b-ed9d-4573-825e-09aaf6322159,anti-Ki-67 antibody (Mib1),,,,,,,PMID:18769552,,Frequent EGFR Positivity and Overexpression in High-Grade Areas of Human MPNSTs.,methods,0.98,"and anti-Ki-67 (Mib1 Dako, final dilution 1/50), staining was revealed with LSAB kit (Dako).",Specific antibody clone (Mib1) with vendor (Dako) and dilution specified,,AI validation - Sonnet 4.5,0,0,,
a5411254-40ce-4fef-b607-6a7ffec00118,anti-S100,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,abstract,0.95,Histopathological examination was completed by the immunohistochemical examination using anti-S100 and anti-vimentin antibodies,Standard antibody naming convention not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
12520cde-cf2b-429e-adfd-4146a0bda121,anti-CD34,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,abstract,0.95,"anti-vimentin antibodies, anti-CD34, anti-CD57 and anti-neurofilament antibodies",Standard antibody naming convention not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
8b26b538-3146-4518-9826-c9f47cf90bdc,Ki67,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,abstract,0.95,"anti-neurofilament antibodies, as well as the Ki67 proliferation marker",Proliferation marker naming not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
a035ff12-285d-4fcb-bdbd-76ff6c3df953,CD117,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,methods,0.98,CD117 Abcam (ab32363) 1:100 Identifying mast cells within the tumor,Antibody with catalog number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
d7134984-48a1-4d79-888a-3d0467c0c15c,CD44,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,methods,0.98,CD44 SensiStainTM ( HY000056 ) 1:100 Assessing growth and infiltrative pattern of the tumor,Antibody with catalog number and vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
fd0be4ba-3525-47cf-b4c6-6453293be8ec,Ki-67,,,,,,,PMID:19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,methods,0.98,Ki-67 SensiStainTM ( HY000157 ) 1:100 Proliferation index (PI) measuring the mitotic activity,Proliferation marker with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,
d2e7d0c2-8ae8-4003-ad34-056904212357,rabbit antisera to NF1-GRD,,,,,,,PMID:1946460,,Identification and characterization of the neurofibromatosis type 1 protein product.,abstract,0.95,We have raised rabbit antisera to a bacterially synthesized 48-kDa peptide corresponding to the GAP-related domain of NF1 (NF1-GRD). These antisera immunoprecipitated the NF1-GRD peptide,The mining system may not have recognized 'rabbit antisera' as equivalent to 'antibody' - this is a legitimate antibody reagent that was developed and characterized in this study,,AI validation - Sonnet 4.5,0,0,,
f657dd27-42e9-44a4-87bc-7983f3306d5b,anti-SOX9,,,,,,,PMID:20049725,,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,methods,1.0,"probed membranes with anti-SOX9 (Santa Cruz Biotechnology, Santa Cruz, CA; 1:700)",Antibody with vendor information not recognized,,AI validation - Sonnet 4.5,0,0,,
32640bea-1cad-4711-a7a5-5d5b2ca49597,polyclonal anti-SOX9 antibody,,,,,,,PMID:20049725,,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,methods,1.0,"We performed SOX9 immunohistochemistry on formalin-fixed, paraffin-embedded sections with polyclonal anti-SOX9 antibody (Abcam, Cambridge, UK)",Polyclonal antibody with vendor not recognized,,AI validation - Sonnet 4.5,0,0,,
1796b2c2-4b1a-4991-9372-f8ef23d441a2,anti-total ERK1/2 antibodies,,,,,,,PMID:20200958,,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,methods,1.0,"...Western blot analyses were performed using anti-total and anti-phospho Erk1/2 (Cell Signaling, Danvers, MA, USA) antibodies...",Antibody with vendor information not detected by current patterns,,AI validation - Sonnet 4.5,0,0,,
657ce838-008e-4456-8323-abc1d4c76865,anti-phospho ERK1/2 antibodies,,,,,,,PMID:20200958,,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,methods,1.0,"...Western blot analyses were performed using anti-total and anti-phospho Erk1/2 (Cell Signaling, Danvers, MA, USA) antibodies...",Phospho-specific antibody with vendor information not detected,,AI validation - Sonnet 4.5,0,0,,
413720d3-3832-429f-9b24-7aeb3db32ee2,CD68 antibody,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.9,"...resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated...",Immunohistochemical marker for macrophages/microglia - antibody tool,,AI validation - Sonnet 4.5,0,0,,
3bbb0f93-fc17-4e21-ace7-ce88c9d89d1a,Iba1 antibody,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.9,"...resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated...",Immunohistochemical marker for microglia - antibody tool,,AI validation - Sonnet 4.5,0,0,,
a0e5b83a-9dab-45c9-8dda-c8a9fa4cc1cd,CD45 antibody,,,,,,,PMID:21157378,,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,abstract,0.9,"...resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated...",Immunohistochemical marker for immune cells - antibody tool,,AI validation - Sonnet 4.5,0,0,,
23cd8a9c-d77c-4390-ac04-b5ee3cb09f35,S100β,,,,,,,PMID:22550514,,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,abstract,0.8,...a nullizygous population of cells that is S100β negative is present in human neurofibromas...,"Cellular marker used for identification/characterization, likely antibody-based detection",,AI validation - Sonnet 4.5,0,0,,
6b40c7f9-5339-4241-bd52-f96b199a12da,pS6 antibody,,,,,,,PMID:24509877,,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,methods,1.0,"...Tumor paraffin sections stained for MAF (Imgenex), pS6, pERK (Cell Signaling)...",Phospho-specific antibody not recognized,,AI validation - Sonnet 4.5,0,0,,
d6ef0252-74f2-4cdf-869d-6133098ea597,S100β antibody,,,,,,,PMID:24509877,,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,methods,1.0,"...Primary antibodies used were S100β (Dako), MBP (Chemicon), and BLBP (Millipore)...",Antibody with vendor information not recognized,,AI validation - Sonnet 4.5,0,0,,
2dfb344f-90ca-47c5-b833-c32e7450ced7,MBP antibody,,,,,,,PMID:24509877,,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,methods,1.0,"...Primary antibodies used were S100β (Dako), MBP (Chemicon), and BLBP (Millipore)...",Antibody with vendor information not recognized,,AI validation - Sonnet 4.5,0,0,,
3a46463a-a00d-4a31-aafc-7f554470d5a7,SOX9 antibody,,,,,,,PMID:24509877,,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,methods,1.0,"...Membranes were probed with antibodies for MAF (Imgenex), SOX9 (Santa Cruz), S100β (Dako)...",Antibody with vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
9c38ef93-b72c-4cd2-9f04-4d5da89ae188,cleaved-caspase 3 antibody,,,,,,,PMID:24509877,,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,methods,1.0,"...DEPTOR (Novus), cleaved-caspase 3, pS6, S6, p4E-BP1, 4E-BP1, p473AKT, AKT, and β-ACTIN (Cell Signaling)...",Apoptosis marker antibody not recognized,,AI validation - Sonnet 4.5,0,0,,
36b3b603-9f38-4151-92db-e674d08006de,Ki67,,,,,,,PMID:24558021,,Proteomic screening identifies a YAP-driven signaling network linked to tumor cell proliferation in human schwannomas.,methods,0.9,...correlation between the expression and activity of signaling pathways and proliferation of tumor cells using Ki67 marker was investigated by reverse-phase protein array...,"Ki67 is a well-known proliferation marker antibody used in immunohistochemistry and protein arrays, but may not have been recognized as an antibody tool",,AI validation - Sonnet 4.5,0,0,,
0e31a661-7eac-45b3-805b-32058d2ea380,guinea-pig anti-Merlin,,,,,,,PMID:24595234,,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,methods,1.0,...guinea-pig anti-Merlin [8] was used at 1∶5000...,Primary antibody with dilution - specific antibody reagent,,AI validation - Sonnet 4.5,0,0,,
49724ad1-ed23-46e0-8d01-6831e40235a4,rabbit anti-Gapdh,,,,,,,PMID:24711647,,ADAP2 in heart development: a candidate gene for the occurrence of cardiovascular malformations in NF1 microdeletion syndrome.,methods,1.0,"rabbit anti-Gapdh (14C10), rabbit anti-α-tubulin (2144S), anti-rabbit HRP-linked (7074S) and anti-mouse HRP-linked (7076S) were purchased from Cell Signaling",Primary antibody with catalog number and vendor - should be detected by antibody patterns,,AI validation - Sonnet 4.5,0,0,,
1dff157b-6290-45a7-b859-3f72082c58fc,cleaved caspase-3 antibody,,,,,,,PMID:24817309,,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,methods,1.0,"Apoptosis was determined by counting the percent of cleaved caspase-3+ cells (1:500 dilution; Cell Signaling Technology, Beverly MA)",Antibody with specific vendor and dilution information not captured,,AI validation - Sonnet 4.5,0,0,,
5f5e85a3-1b50-40a8-b3d7-fe2be8e38007,anti-EGFR antibody,,,,,,,PMID:25043298,,Oncogenic role of Merlin/NF2 in glioblastoma.,methods,1.0,"Rabbit anti-EGFR, Notch1 (Cell Signaling), and rabbit anti S518-Merlin (Abcam and Cell Signaling) were used at 1:1000 dilution",Antibody with vendor information not recognized by patterns,,AI validation - Sonnet 4.5,0,0,,
8ea7bae3-80e2-44d4-891d-a35d077ec8cc,anti-S518-Merlin antibody,,,,,,,PMID:25043298,,Oncogenic role of Merlin/NF2 in glioblastoma.,methods,1.0,"Rabbit anti-EGFR, Notch1 (Cell Signaling), and rabbit anti S518-Merlin (Abcam and Cell Signaling) were used at 1:1000 dilution",Phospho-specific antibody with vendor information not recognized,,AI validation - Sonnet 4.5,0,0,,
a1ef434e-b2f8-4d39-b2f8-5a80cc28b118,anti-GAPDH antibody,,,,,,,PMID:25043298,,Oncogenic role of Merlin/NF2 in glioblastoma.,methods,1.0,"Markers for membrane, cytosolic and nuclear fractions were: rabbit anti- Na + , K + - ATPase, GAPDH, and PARP (Cell Signaling) respectively",Loading control antibody not recognized,,AI validation - Sonnet 4.5,0,0,,
b79426b8-8a17-46e0-b41c-1707ef6f6538,anti-PARP antibody,,,,,,,PMID:25043298,,Oncogenic role of Merlin/NF2 in glioblastoma.,methods,1.0,"Markers for membrane, cytosolic and nuclear fractions were: rabbit anti- Na + , K + - ATPase, GAPDH, and PARP (Cell Signaling) respectively",Nuclear marker antibody not caught,,AI validation - Sonnet 4.5,0,0,,
cc1478be-1d14-40c6-a4c4-f388864606b5,GFAP antibody,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,"GFAP (1:2000, rabbit, DAKO, Carpinteria, CA)",Commercial antibody with vendor information not captured,,AI validation - Sonnet 4.5,0,0,,
8a5b4050-8fcf-456a-a213-3835304bedf4,Ki-67 antibody,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,"Ki-67 (1:500, mouse, BD Pharmingen)",Proliferation marker antibody not detected,,AI validation - Sonnet 4.5,0,0,,
e75144bb-83f5-40f2-a84a-0d1f30ee4273,p-Erk antibody,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,"p-Erk (1:200, rabbit, Cell Signaling, Beverly, MA)",Phospho-specific antibody not detected,,AI validation - Sonnet 4.5,0,0,,
3b730335-5188-40d9-96c1-354865c4978e,p-S6 antibody,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,"p-S6 (1:1000, rabbit, Cell Signaling)",Phosphorylation-specific antibody not captured,,AI validation - Sonnet 4.5,0,0,,
70315890-1753-4cbb-9a65-cc362430bb0f,S100 antibody,,,,,,,PMID:25851896,,Preclinical assessment of the anticancer drug response of plexiform neurofibroma tissue using primary cultures.,methods,0.95,"...slides were double immunostained with antibodies against S100 (specific to Schwann cells) and CD90 (specific to fibroblasts). For Schwann cell staining, cells were incubated with 2 μg/mL rabbit anti-human S100 antibody (DAKO, Glostrup, Denmark)...","Clear antibody mention with vendor information (DAKO) and catalog details, used for immunostaining",,AI validation - Sonnet 4.5,0,0,,
66c52da5-1c98-4f55-bb2d-cbce08547446,phospho-S6 (S240/244) antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473), Akt, phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144), PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody list not parsed properly,,AI validation - Sonnet 4.5,0,0,,
1e16e96e-f652-4bb9-8fce-2254f1d97dbf,S6 antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473), Akt, phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144), PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody list not parsed properly,,AI validation - Sonnet 4.5,0,0,,
4793703d-d007-4e6e-9f74-9f27cfff6a81,phospho-p70 S6K (T389) antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473), Akt, phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144), PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody list not parsed properly,,AI validation - Sonnet 4.5,0,0,,
e3266158-a907-4e38-97f4-e4f21147aaa5,p70 S6K antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473), Akt, phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144), PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody list not parsed properly,,AI validation - Sonnet 4.5,0,0,,
7de3d0c2-c6a5-4333-9551-5d42fd066865,4EBP1 antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473), Akt, phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144), PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody list not parsed properly,,AI validation - Sonnet 4.5,0,0,,
59dbbbd3-6ae9-420d-9b58-010f97d50419,GAPDH antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,"Other antibodies included NDRG1 (Abcam; Cambridge, MA), Rac1 (BD Biosciences; San Jose, CA), GAPDH (EMD Millipore)",Antibody with vendor information not detected,,AI validation - Sonnet 4.5,0,0,,
bdc03f0a-7dd6-46a4-9dc0-acd4d8fe584c,NF2 polyclonal C26 antibody,,,,,,,PMID:26219339,,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,methods,1.0,the NF2 polyclonal C26 antibody has been described,Custom antibody name not recognized,,AI validation - Sonnet 4.5,0,0,,
3288f3f5-365e-4a87-b54b-0476b0c2e8b4,S100B antibody,,,,,,,PMID:26657314,,Immortalized Human Schwann Cell Lines Derived From Tumors of Schwannomatosis Patients.,methods,0.9,The schwannomatosis cell lines were stained with S100B antibodies to confirm Schwann cell identity,Antibody mentioned without specific vendor/catalog information,,AI validation - Sonnet 4.5,0,0,,
117da787-83e0-413b-ab70-7a2574ff82b1,Merlin antibody,,,,,,,PMID:28126595,,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,methods,1.0,"The antibodies used in the study included: Merlin (1:1000), pMerlin (1:500), HDAC1 (1:1000) and PDLIM2 (1:500) from Cell Signaling Technology",Antibody with dilution and vendor information not caught,,AI validation - Sonnet 4.5,0,0,,
c222a745-5d8d-475c-a5d2-bd20b19c6758,GAPDH antibody,,,,,,,PMID:28126595,,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,methods,1.0,GAPDH (1:50.000) from Millipore,Loading control antibody with vendor not caught,,AI validation - Sonnet 4.5,0,0,,
04d11de4-b917-47d4-b819-9e5d41a7fae2,anti-NF1 D7R7D,,,,,,,PMID:28166733,,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,methods,0.95,"anti-NF1 D7R7D #14624 (Cell Signaling, rabbit, 2% BSA, 1:1000, overnight, 4°C)",Primary antibody used for NF1 protein detection in western blotting,,AI validation - Sonnet 4.5,0,0,,
83761332-0c6c-484e-8c5d-d17adddafaf4,anti-EGFR D38B1,,,,,,,PMID:28166733,,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,methods,0.9,"anti-EGFR D38B1 #4267 (Cell Signaling, rabbit, 2% milk, 1:1000–1:2000, 1 h, RT)",Primary antibody used for EGFR protein detection,,AI validation - Sonnet 4.5,0,0,,
e74a17bf-b2c6-4a08-9d52-0870f126768e,p-ERK 1/2 antibody,,,,,,,PMID:28166733,,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,methods,0.9,"p-ERK ½ (p44/42 MAPK) #9101 (Cell Signaling, rabbit, 2% BSA, 1:2000, overnight, 4°C)",Primary antibody used for phospho-ERK detection,,AI validation - Sonnet 4.5,0,0,,
1446f313-046f-4e69-91f8-a69875ab39e6,SUZ12 D39F6,,,,,,,PMID:28166733,,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,methods,0.9,"SUZ12 D39F6 #3737 (Cell Signaling, rabbit, 2% milk, 1:1000, overnight, 4°C)",Primary antibody used for SUZ12 protein detection,,AI validation - Sonnet 4.5,0,0,,
72a46cdd-e9bb-4336-b110-a96223cad409,Olig2 antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,0.9,"using specific antibodies (Supplementary Table 1), followed by either Alexa-Fluor-tagged secondary antibodies","Antibody mentioned in supplementary table reference, not directly in text",,AI validation - Sonnet 4.5,0,0,,
fc314252-01ad-4d08-9957-4696b0dee465,GFAP antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,results,0.9,harbor both glial fibrillary acidic protein (GFAP)- and Olig2-immunoreactive cells,Antibody usage implied by immunoreactive staining but not explicitly stated as antibody,,AI validation - Sonnet 4.5,0,0,,
58605da6-aa12-4fbf-a819-36e823195d20,S100β antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,results,0.9,reveal EGFP+/S100β+ glia,Antibody usage implied by immunostaining but not explicitly stated,,AI validation - Sonnet 4.5,0,0,,
a5c92a43-df94-44fa-ab3b-5081f81c304b,Ki67 antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,results,0.9,proliferation (Ki67+ cells) were not observed relative to control littermates,Antibody usage implied by Ki67+ staining,,AI validation - Sonnet 4.5,0,0,,
6f2e4a54-6029-4598-b2aa-79a1fbebc07d,Iba1 antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,results,0.9,increased Iba1+ microglia and proliferation (Ki67+ cells),Antibody usage implied by Iba1+ staining,,AI validation - Sonnet 4.5,0,0,,
a93842dd-bcf7-4fb2-b18a-7733fa5792d2,Sox2 antibody,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,results,0.9,contained EGFP+ cells that co-labeled with S100β or Sox2,Antibody usage implied by co-labeling,,AI validation - Sonnet 4.5,0,0,,
fdeb3f6d-d09b-4f94-ba71-9428d22c2867,activated caspase-3,,,,,,,PMID:28846462,,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,abstract,0.95,"...we used formalin-fixed tissues (human and pigs) to evaluate select immunohistochemical markers (activated caspase-3, allograft inflammatory factor-1...",Specific antibody marker mentioned in experimental context but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
283435ee-4fd7-4f1f-9f38-8681fd2ee4a5,allograft inflammatory factor-1,,,,,,,PMID:28846462,,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,abstract,0.95,"...immunohistochemical markers (activated caspase-3, allograft inflammatory factor-1, beta-tubulin III...",Specific antibody marker mentioned in experimental context but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
5995d9bc-ff55-44fb-b4ce-5ca6012e0041,S100,,,,,,,PMID:28846462,,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,abstract,0.95,"...proliferating cell nuclear antigen, S100, vimentin, and von Willebrand factor...",Specific antibody marker mentioned in experimental context but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
