pmid,title,doi,journal,year,query_type,source,is_research,screening_reasoning,abstract,has_nf_tools,abstract_screening_reasoning
PMID:1427886,A radiation hybrid map of the region on human chromosome 22 containing the neurofibromatosis type 2 locus.,10.1016/s0888-7543(05)80154-5,Genomics,1992.0,bench,pubmed,True,Genetic mapping reagent,"We describe a high-resolution radiation hybrid map of the region on human chromosome 22 containing the neurofibromatosis type 2 (NF2) gene. Eighty-five hamster-human somatic cell hybrids generated by X-irradiation and cell fusion were used to generate the radiation hybrid map. The presence or absence of 18 human chromosome 22-specific markers was determined in each hybrid by using Southern blot hybridization. Sixteen of the 18 markers were distinguishable by X-ray breakage in the radiation hybrids. Analysis of these data using two different mathematical models and two different statistical methods resulted in a single framework map consisting of 8 markers ordered with odds greater than 1000:1. The remaining nonframework markers were all localized to regions consisting of two adjoining intervals on the framework map with odds greater than 1000:1. Based on the RH map, the NF2 region of chromosome 22, defined by the flanking markers D22S1 and D22S28, is estimated to span a physical distance of approximately 6 Mb and is the most likely location for 9 of the 18 markers studied: D22S33, D22S41, D22S42, D22S46, D22S56, LIF, D22S37, D22S44, and D22S15.",True,Radiation hybrid map (computational/genetic tool)
PMID:14681409,The Unified Medical Language System (UMLS): integrating biomedical terminology.,10.1093/nar/gkh061,Nucleic acids research,2004.0,bench,pubmed,True,Computational terminology tool,"The Unified Medical Language System (http://umlsks.nlm.nih.gov) is a repository of biomedical vocabularies developed by the US National Library of Medicine. The UMLS integrates over 2 million names for some 900,000 concepts from more than 60 families of biomedical vocabularies, as well as 12 million relations among these concepts. Vocabularies integrated in the UMLS Metathesaurus include the NCBI taxonomy, Gene Ontology, the Medical Subject Headings (MeSH), OMIM and the Digital Anatomist Symbolic Knowledge Base. UMLS concepts are not only inter-related, but may also be linked to external resources such as GenBank. In addition to data, the UMLS includes tools for customizing the Metathesaurus (MetamorphoSys), for generating lexical variants of concept names (lvg) and for extracting UMLS concepts from text (MetaMap). The UMLS knowledge sources are updated quarterly. All vocabularies are available at no fee for research purposes within an institution, but UMLS users are required to sign a license agreement. The UMLS knowledge sources are distributed on CD-ROM and by FTP.",True,UMLS biomedical terminology integration tool
PMID:1519665,Nonradioactive in situ hybridization using digoxigenin-labeled oligonucleotides. Applications to musculoskeletal tissues.,,The American journal of pathology,1992.0,bench,pubmed,True,In situ hybridization method,"We have optimized a technique for in situ localization of specific mRNAs using digoxigenin-11-dUTP-labeled oligonucleotide probes. DNA probes were synthesized for type I and type II collagen as well as transforming growth factor-beta 1 and 2 (TGF beta 1 and TGF beta 2). Control experiments, such as competitive inhibition, nonsense sequence hybridization, and RNAse digestion all indicated that the technique was highly sensitive and specific. In sections of growth plate, type II collagen mRNA was predominantly expressed in the lower proliferative and upper hypertrophic zone, whereas chondrocytes in articular cartilage stained equally. These techniques then were applied to sections cut from archival pathology specimens of musculoskeletal tissues. Primitive chondrocytes in a chondrosarcoma expressed type I and type II collagen mRNA, but did not stain with the nonsense probe. Sections from an osteosarcoma, an aneurysmal bone cyst, and a neurofibroma also were investigated. The ability to use chemically synthesized oligonucleotide probes, the high resolution, and the short development times possible with this in situ procedure makes this technique appealing for applied research into the gene expression of normal and pathologic cellular events.",True,Nonradioactive in situ hybridization technique
PMID:15206577,Gene expression analysis of the lung following paraquat administration in rats using DNA microarray.,10.2131/jts.29.91,The Journal of toxicological sciences,2004.0,bench,pubmed,True,Gene expression microarray tool,"Gene expression changes in the lungs induced by paraquat (PQ) administration were studied in rats using DNA microarrays that were detectable for 1,090 genes per DNA microarray. The rats were subjected to subacute PQ exposure (7 mg/kg, s.c., daily for eight administrations). Two days after the final administration, the rats were divided into two groups. Group 1 experienced significant body weight loss and displayed signs of subacute PQ toxicity, but Group 2 showed no significant effects due to the PQ treatment. A control group, Group 3, was also included. In the comparison of the gene expression levels in the animals from Group 1 or Group 2 to the control animals treated by vehicle, 48 genes in Group 1 and 29 genes from Group 2 were differentially expressed. The twenty-eight genes were common to these two groups. These differentially expressed genes following paraquat treatment were classified as follows: 5 neurotransmitter receptor genes; 4 transporter genes; 4 voltage-gated ion channel genes; 2 lipid metabolism enzyme genes; 2 G-proteins involved in endocytosis and exocytosis genes; 7 cytokine genes; 4 ADP ribosylation genes involved in cell death and regeneration; CFTR gene, which is the causal gene for cystic fibrosis; neurofibromatosis type 1 gene, which is the causal gene for the neurofibromatosis type 1 that is known to accompany pulmonary fibrosis; and the causal gene for spinocerebellar ataxia. These genes may prove to be the keys for the elucidation of the mechanism of PQ toxicity, e.g. PQ-induced pulmonary fibrosis.",True,DNA microarray gene expression tool
PMID:15240917,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,10.1155/S1110724304308107,Journal of biomedicine & biotechnology,2004.0,bench,pubmed,True,Patient-derived xenograft model,"Neurofibromatosis type I is a common tumor predisposing disease in humans. Surgical therapy can be applied only in selected patients with resectable masses. Hence, development of new therapies for this disease is urgent. We used human neurofibroma implants in mice with severe combined immunodeficiency (SCID) as a model to test the toxicity and potential efficacy of pirfenidone, a new therapeutic agent. Two hundred twelve human neurofibromas were transplanted into various locations in 59 experimental animals, and 30 mice with implants received oral pirfenidone for up to six weeks. Survival of neurofibromas in animals treated with pirfenidone was lower than in the control group $(P=.02)$. Tumors did not change histologic appearance or vascularization in response to pirfenidone. Treatment with pirfenidone, a new antifibrotic agent, inhibits survival of some tumors without causing toxicity in animals.",True,Patient-derived xenograft (PDX) model
PMID:15255999,"Molecular profiling of malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1, based on large-scale real-time RT-PCR.",10.1186/1476-4598-3-20,Molecular cancer,2004.0,bench,pubmed,True,Molecular profiling method,"BACKGROUND: Neurofibromatosis type 1 (NF1) is an autosomal dominant disorder with a complex range of clinical symptoms. The hallmark of NF1 is the onset of heterogeneous (dermal or plexiform) benign neurofibromas. Plexiform neurofibromas can give rise to malignant peripheral nerve sheath tumors (MPNSTs), and the underlying molecular mechanisms are largely unknown. RESULTS: To obtain further insight into the molecular pathogenesis of MPNSTs, we used real-time quantitative RT-PCR to quantify the mRNA expression of 489 selected genes in MPNSTs, in comparison with plexiform neurofibromas. The expression of 28 (5.7%) of the 489 genes was significantly different between MPNSTs and plexiform neurofibromas; 16 genes were upregulated and 12 were downregulated in MPNSTs. The altered genes were mainly involved in cell proliferation (MKI67, TOP2A, CCNE2), senescence (TERT, TERC), apoptosis (BIRC5/Survivin, TP73) and extracellular matrix remodeling (MMP13, MMP9, TIMP4, ITGB4). More interestingly, other genes were involved in the Ras signaling pathway (RASSF2, HMMR/RHAMM) and the Hedgehog-Gli signaling pathway (DHH, PTCH2). Several of the down-regulated genes were Schwann cell-specific (L1CAM, MPZ, S100B, SOX10, ERBB3) or mast cell-specific (CMA1, TPSB), pointing to a depletion and/or dedifferentiation of Schwann cells and mast cells during malignant transformation of plexiform neurofibromas. CONCLUSION: These data suggest that a limited number of signaling pathways, and particularly the Hedgehog-Gli signaling pathway, may be involved in malignant transformation of plexiform neurofibromas. Some of the relevant genes or their products warrant further investigation as potential therapeutic targets in NF1.",True,Real-time RT-PCR molecular profiling tool
PMID:15446585,Gene expression profiling reveals unique molecular subtypes of Neurofibromatosis Type I-associated and sporadic malignant peripheral nerve sheath tumors.,10.1111/j.1750-3639.2004.tb00067.x,"Brain pathology (Zurich, Switzerland)",2004.0,bench,pubmed,True,Gene expression profiling method,"Malignant peripheral nerve sheath tumors (MPNSTs) are highly aggressive Schwann cell neoplasms that are frequently associated with Type I Neurofibromatosis (NF1) and respond poorly to current therapeutic regimens. To better understand the molecular heterogeneity of these tumors, we performed gene expression profiling on 25 NF1-associated and 17 sporadic MPNSTs using oligonucleotide microarrays representing approximately 8100 unique human gene transcripts. Using several previously reported statistical approaches, we were unable to identify a molecular signature that could reliably distinguish between NF1-associated and sporadic MPNSTs in independent training and test sample sets. However, using an unsupervised clustering approach, we identified an extensive gene expression signature that distinguished 9 of the 42 tumors analyzed. This signature corresponded to relative overexpression of transcripts associated with neuroglial differentiation (NCAM, MBP, L1CAM, P1P) and relative down-regulation of proliferation and growth factor associated transcripts (IGF2, FGFR1, MDK, Ki67). All tumors with this gene expression signature lacked expression of EGFR and all but one tumor were derived from patients with NF1. However, there were no other obvious associations with histological grade, tumor site, metastasis, recurrence, age, or patient survival. We conclude that distinct molecular classes of MPNST exist and that the ability to stratify these tumors based on unique and biologically relevant gene expression profiles may be important for future targeted therapeutics.",True,Gene expression profiling tool
PMID:15570216,Targeted gene expression in the chicken eye by in ovo electroporation.,,Molecular vision,2004.0,bench,pubmed,True,Gene expression targeting method,"PURPOSE: The chicken embryo lens is a classical model system for developmental and cell biology studies. To understand the molecular mechanisms that underlie the morphological changes that occur during lens development, it is important to develop an effective gene transfer method that permits the analysis of gene functions in vivo. In ovo electroporation has been successfully used for introducing DNA into neural and mesenchymal tissues of chicken embryos. In this study, we explored the possibility of using this technique to manipulate gene expression in lens epithelial and fiber cells, as well as in other cells of the chicken eye. METHODS: Two DNA constructs were used in this study. pCAX contains a chicken beta-actin promoter fused to the CMV IE enhancer to drive enhanced green fluorescent protein (EGFP) expression. pMES-cNf2 uses the same chimeric promoter to drive the expression of the chicken neurofibromatosis 2 (cNf2) and EGFP proteins in the same cell. Plasmid DNA was injected into the lumen of the lens vesicle in chicken embryos at stage 15. For corneal epithelial and retinal cell electroporation, DNA was placed near the surface ectoderm in the eye region or injected into the vitreous cavity, respectively. Electroporation was performed with one electrode above the eye and the other underneath the head of the embryo. Chicken embryos were harvested at different time points for EGFP expression analysis by immunohistochemistry. 5-bromo-2'-deoxyuridine (BrdU) incorporation assays were used to evaluate the effects of cNf2 on lens epithelial cell proliferation. RESULTS: A strong EGFP signal can be detected in lens cells 4 h after electroporation. The transfected cells maintain high levels of EGFP expression for at least 5 days. Overexpressing cNf2 in lens epithelial cells significantly inhibits cell proliferation. Ectopic expression of EGFP in corneal epithelial and retinal cells was also achieved by in ovo electroporation. CONCLUSIONS: We have demonstrated that exogenous DNA can be effectively introduced into lens, corneal and retinal cells in the living embryo by in ovo electroporation. In comparison to viral infection and transgenic mouse approaches, in ovo electroporation offers an easier and quicker way to manipulate gene expression during embryonic development. This technique will be a useful tool for exploring the molecular mechanisms of lens and eye development.",True,In ovo electroporation gene transfer method
PMID:15623944,DNA ploidy and chromosome (FISH) pattern analysis of peripheral nerve sheath tumors.,10.1155/2004/406591,Cellular oncology : the official journal of the International Society for Cellular Oncology,2004.0,bench,pubmed,True,Chromosome analysis method,"BACKGROUND AND METHODS: 44 peripheral nerve sheath tumors (PNST) (27 schwannomas, 9 neurofibromas and 8 malignant peripheral nerve sheath tumors (MPNST)) were analyzed to determine DNA ploidy pattern and to clarify the conflicting data in the literature concerning this topic (whether benign PNSTs are aneuploid or not). For further insight we analyzed 6 schwannomas, one atypical neurofibroma and five MPNSTs by fluorescence in situ hybridization (FISH) technique using centromeric chromosome probes (7, 17 and 18) and automatic image analysis station, Metafer 4. RESULTS: Benign schwannomas (including the problematic variants as ancient, cellular, neuroblastoma like and multiplex schwannomas) could be characterized by euploid-polyploidisation and by their 4c peak height value which was usually more than 10% of total cell number measured. These characters were not found among neurofibromas and MPNST-s. FISH analysis revealed and confirmed that the 'normal' euploid-polyploid cells are mainly eusomic-polysomic containing two, four, eight or sixteen signals for each chromosomes examined, but in a small proportion aneusomy was found among tumor cells of benign schwannomas (average: 2.58; range 1.33-3.44). In contrast, the atypical neurofibroma displayed marked aneusomy (18.44%) but it contained normal eusomic and polysomic cells too. Two diploid MPNSTs proved to be clearly aneusomic with trisomy of chromosome 17 and monosomy of chromosome 18. CONCLUSIONS: All these data suggest that ploidy pattern determination combined with FISH analysis may be a very useful supplementary tool for making a right diagnosis (to differentiate benign versus malignant schwannomas in problematic variants) and to understand better the malignant transformation in PNSTs.",True,DNA ploidy and FISH chromosome analysis tool
PMID:15681480,Sensitive detection of deletions of one or more exons in the neurofibromatosis type 2 (NF2) gene by multiplexed gene dosage polymerase chain reaction.,10.1016/S1525-1578(10)60014-1,The Journal of molecular diagnostics : JMD,2005.0,bench,pubmed,True,Genetic deletion detection method,"Mutation detection in the neurofibromatosis type 2 (NF2) gene is challenging because when combining mutation detection methods such as single-strand conformational polymorphism and heteroduplex analysis, denaturing gradient gel electrophoresis, and direct sequencing of aberrant polymerase chain reaction (PCR) fragments only 30 to 60% of the constitutional mutations are detected. Because large deletions and complete chromosome rearrangements are also described methods such as microarray-comparative genomic hybridization and fluorescence in situ hybridization are also used. The one type of mutation often missed corresponds to deletions encompassing one or few exons. To detect this type we have developed a swift and reliable method. We perform a gene dosage analysis with two fluorescent multiplex PCR assays that amplify 15 of the 17 NF2 exons. The labeled PCR products are quantified and gene dose is calculated with respect to controls. We tested the reliability of this method with DNA from eight NF2 patients with known heterozygous NF2 deletions, eight controls and four unknown NF2 patients. In all of the patients with known heterozygous deletions we found in several exons a reduction of gene dosage to 50 to 69%. In one NF2 patient with previously unknown mutation and a severe phenotype we found the gene dosage of two exons reduced by 50% indicating a deletion of these two exons on one allele. This finding was validated by reverse transcriptase-PCR on fibroblast and schwannoma cell cultures of this patient and cDNA sequencing. Our gene dosage assay will detect deletions of one or more exons as well as gross deletions of the whole coding region of the gene. It can complement the existing screening methods because it is faster and easier.",True,Multiplexed gene dosage PCR detection method
PMID:1587809,Expression of the GTPase activating domain of the neurofibromatosis type 1 (NF1) gene in Escherichia coli and role of the conserved lysine residue.,,The Journal of biological chemistry,1992.0,bench,pubmed,True,Protein expression method,"A small catalytic domain from the neurofibromatosis type 1 gene, NF1-333, consisting of 333 amino acids between residues 1197 and 1528, including an additional N-terminal methionine, was expressed in Escherichia coli as a soluble protein. Its catalytic activity under non-saturating conditions is similar to the full-length p120-GAP but different from truncated GAP-334. Under saturating conditions its kcat and KM are lower. Lys-1422, which is totally conserved in all GAP proteins, was mutated and the properties of the mutant protein investigated. Lys-1422 seems to be essential for the stability of the proteins and not for its catalytic activity.",True,Expression of NF1 gene domain in E. coli
PMID:1605307,Adrenal medullary tumors and iris proliferation in a transgenic mouse model of neurofibromatosis.,,The American journal of pathology,1992.0,bench,pubmed,True,Transgenic animal model,"The expression of the human T-cell lymphotropic virus type 1 (HTLV-1) tax gene in transgenic mice has been shown to result in the development of neurofibromas. Further characterization of these transgenic mice has revealed other significant pathologic similarities between this transgenic mouse model and human neurofibromatosis (NF). Pheochromocytomas of the adrenal medulla and hamartomas of the iris are well-recognized manifestations of human NF. Adrenal medullary tumors have been found in 68% of transgenic animals that were studied. They appear, however, not to be pheochromocytomas, but rather composed of undifferentiated spindle cells. Proliferation of fibroblastlike cells in the iris also occurs in one-half of the transgenic animals surviving more than 6 months. Melanocytes, however, have not been found in the transgenic iris lesion, although they are characteristically found in the Lisch nodules of human NF. The similarities between human neurofibromatosis and this transgenic mouse model (in which the overexpression of a single gene results in neoplasia) are discussed. This transgenic system may provide further insights into molecular mechanisms involved in the pathogenesis of neurofibromatosis.",True,Transgenic mouse model
PMID:16093333,Sensory neurons from Nf1 haploinsufficient mice exhibit increased excitability.,10.1152/jn.00489.2005,Journal of neurophysiology,2005.0,bench,pubmed,True,Animal model research tool,"Neurofibromatosis type 1 (NF1) is a common genetic disorder characterized by tumor formation. People with NF1 also can experience more intense painful responses to stimuli, such as minor trauma, than normal. NF1 results from a heterozygous mutation of the NF1 gene, leading to decreased levels of neurofibromin, the protein product of the NF1 gene. Neurofibromin is a guanosine triphosphatase activating protein (GAP) for Ras and accelerates the conversion of active Ras-GTP to inactive Ras-GDP; therefore mutation of the NF1 gene frequently results in an increase in activity of the Ras transduction cascade. Using patch-clamp electrophysiological techniques, we examined the excitability of capsaicin-sensitive sensory neurons isolated from the dorsal root ganglia of adult mice with a heterozygous mutation of the Nf1 gene (Nf1+/-), analogous to the human mutation, in comparison to wildtype sensory neurons. Sensory neurons from adult Nf1+/- mice generated a more than twofold higher number of action potentials in response to a ramp of depolarizing current as wild-type neurons. Consistent with the greater number of action potentials, Nf1+/- neurons had lower firing thresholds, lower rheobase currents, and shorter firing latencies than wild-type neurons. Interestingly, nerve growth factor augmented the excitability of wild-type neurons in a concentration-related manner but did not further alter the excitability of the Nf1+/- sensory neurons. These data clearly suggest that GAPs, such as neurofibromin, can play a key role in the excitability of nociceptive sensory neurons. This increased excitability may explain the painful conditions experienced by people with NF1.",True,Animal model (Nf1 haploinsufficient mice)
PMID:16226708,Therapy-induced malignant neoplasms in Nf1 mutant mice.,10.1016/j.ccr.2005.08.011,Cancer cell,2005.0,bench,pubmed,True,Animal model development,"Therapy-induced cancers are a severe complication of genotoxic therapies. We used heterozygous Nf1 mutant mice as a sensitized genetic background to investigate tumor induction by radiation (RAD) and cyclophosphamide (CY). Mutagen-exposed Nf1(+/-) mice developed secondary cancers that are common in humans, including myeloid malignancies, sarcomas, and breast cancers. RAD cooperated strongly with heterozygous Nf1 inactivation in tumorigenesis. Most of the solid tumors showed loss of the wild-type Nf1 allele but retained two Trp53 alleles. Comparative genomic hybridization demonstrated distinct patterns of copy number aberrations in sarcomas and breast cancers from Nf1 mutant mice, and tumor cell lines showed deregulated Ras signaling. Nf1(+/-) mice provide a tractable model for investigating the pathogenesis of common mutagen-induced cancers and for testing preventive strategies.",True,Animal model (Nf1 mutant mice)
PMID:16314489,Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.,10.1242/dev.02162,"Development (Cambridge, England)",2005.0,bench,pubmed,True,Animal model research tool,"The gene responsible for neurofibromatosis type 1 (NF1) encodes a tumor suppressor that functions as a negative regulator of the Ras proto-oncogene. Individuals with germline mutations in NF1 are predisposed to the development of benign and malignant tumors of the peripheral and central nervous system (CNS). Children with this disease suffer a high incidence of optic gliomas, a benign but potentially debilitating tumor of the optic nerve; and an increased incidence of malignant astrocytoma, reactive astrogliosis and intellectual deficits. In the present study, we have sought insight into the molecular and cellular basis of NF1-associated CNS pathologies. We show that mice genetically engineered to lack NF1 in CNS exhibit a variety of defects in glial cells. Primary among these is a developmental defect resulting in global reactive astrogliosis in the adult brain and increased proliferation of glial progenitor cells leading to enlarged optic nerves. As a consequence, all of the mutant optic nerves develop hyperplastic lesions, some of which progress to optic pathway gliomas. These data point to hyperproliferative glial progenitors as the source of the optic tumors and provide a genetic model for NF1-associated astrogliosis and optic glioma.",True,Animal model (NF1 CNS inactivation model)
PMID:1639394,A yeast artificial chromosome contig encompassing the type 1 neurofibromatosis gene.,10.1016/0888-7543(92)90140-n,Genomics,1992.0,bench,pubmed,True,Genetic mapping reagent,"The yeast artificial chromosome (YAC) system (Burke et al., 1987, Science 236: 806-812) allows the direct cloning of large regions of the genome. A YAC contig map of approximately 700 kb encompassing the region surrounding the type 1 neurofibromatosis (NF1) locus on 17q11.2 has been constructed. A single YAC containing the entire NF1 locus has been constructed by homologous recombination in yeast. In the process of contig construction a novel method of YAC end rescue has been developed by YAC circularization in yeast and plasmid rescue in bacteria. YACs containing homology to the NF1 region but mapping to another chromosome have also been discovered. Sequences of portions of the homologous locus indicate that this other locus is a nonprocessed pseudogene.",True,Genetic tool (Yeast artificial chromosome contig)
